Speaker_1,Speaker_2,Big5,Persona,Conversation
Monica,Phoebe,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Yeah, I think that fifth shower actually got the interview off me.
So, do you have any other possibilities?
Oh yeah, well there's the possibility that I won't make rent."
Monica,Ross,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Oh yeah, well there's the possibility that I won't make rent.
Monica, if you want, I can lend you some money.
No no no, if I couldn't pay you back right away then I'd feel guilty and tense every time I saw you."
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Ya know, the man's got a point.
What is that sparkly thing?
That thing, it's a uhh. . . yeah it's, it's a little flashy."
Monica,Ross,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Wow, that is a surprise. Just one little question, uh, why not Ross's room?
Gosh, we talked about that but your brother has so many science trophies and plaques and merit badges, well we didn't want to disturb them.
Oh, God forbid."
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Well, I can't say any of us were surprised. Your parents have been unhappy ever since we've known them. Especially after that incident in Hawaii.
What, what incident?
Uhh, naa, no no no, I, I must be thinking of someone else, uh, maybe me. Don't you have some folding to do? Go fold dear. Fold. You fold."
Chandler,Gail,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","I know what you're thinking, Dave Thomas, founder of Wendy's.
I'm Gail.
Chandler."
Ross,Judy,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Hey guys.
Hi, darling. Where's my grandson, you didn't bring him?
No, he's at uh, Carol's and Susan's today."
Monica,Ross,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Where have you been?
Emotional hell. So, did they lend you the money yet?
No, but that's probably 'cause I haven't asked them yet."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","What am I gonna do, huh?
Hey.
Hey.
Alright open your eyes.
Sweet mother of all that is good and pure.
Huh? Days of our Lives picked up my option.
Congratulations!
I know. chandler: Now we can finally watch Green Acres the way it was meant to be seen.
Do we dare?
We dare."
Monica,Richard,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Sorry we're late.
Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was.
Dr. Burke, it, it's me.
Hi Phoebe, nice to meet you. So, how ya been?
I've been great, just great. How have you been?"
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","You are so smitten.
I am not.
Oh, you are so much the smitten kitten. You should ask him out.
Dr. Burke? I don't think so. I mean, like, he's a grown up.
So. You two are totally into each other.
Phoebe, he's a friend of my parents. He's like 20 years older than me.
OK, so what, you're just never gonna see him again?
Not never. I mean, I'm gonna see him tomorrow at my eye appointment."
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Wow, look at that. The car is on fire, yet somehow it's expensive paint job is protected by the Miracle Wax.
You got a Cheeto on your face man.
Hi.
Hey.
What're you doin' here? Aren't you supposed to be out with Rachel?
It's the Miracle Wax.
It certainly is a miracle."
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","No, you, ya know there's no need to make it u. . . how?
Well, I was thinking maybe a um, a romantic dinner with um, candles and wine and then uh, maybe going back to my place for um, dessert.
Humm, that sounds, I don't, perfect.
What's this."
Monica,Richard,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","You too.
You too.
OK, um. Goodbye.
Drops!
What?
Drops. Here, they're free.
Thanks. So, I guess I better be going.
Oh, OK, yeah. I'll see ya later.
Thanks again.
Yep.
I've not seen her since high school graduation. Oh my God, that night she got so dru. . . motional.
Ya know, she's having another baby.
I thought she just had one."
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Rach.
Oh.
I'm done.
Ah, so what are we looking at?
You're not laughing.
This time it's not so funny.
What. Oh no, you just rolled over the juice box.
Oh, thank God.
We're not alone."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Waaa-aaah.
What?
The spoon. You licked and-and you put. You licked and you put.
Yeah, so.
Mine is the red one! Oh God. Can open, worms everywhere.
Hey, why can't we use the same toothbrush, but we can use the same soap?"
Monica,Judy,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Finger cramp. Oh God, sorry. Here, let me get that mom.
Sooo, Richard's shopping in the junior section.
Are we still on that?"
Joey,Joey's,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Hey! We were just sayin', great apartment man.
Thanks. You want it?
Huh?"
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","OK Rach, which, which lily? This lily or that lily?
Well I. . .
I like this lily. It's more open, ya know, and that's like my mom. She had a more open, giving spirit. Ooh, Foghorn Leghorn, ooh.
No.
OK, who is the boss of you?!!
You?"
Monica,Richard,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Oh, this is so hard.
Yeah, I know. I hate it too. Look, maybe we should just tell them.
Maybe we should just tell your parents first."
Ross,Judy,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","I tell you, I've never seen him this happy.
So Jack, you ever think about trading me in for a younger model?
Of course not. With you it's like I've got two 25-year-olds.
Oh Jack stop.
C'mon, it's my birthday."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Look, you know what? If this is the way you feel, then maybe you should take it.
Well that's how I feel.
Well then maybe you should take it.
Well then maybe I will.
Fine with me.
Great. Then you'll be able to spend more quality time with your real friends, the spoons."
Ross,Judy,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Who's drink can I freshen?
Almost time for cake.
Mon, Mon, are you OK?"
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Mon, Mon, are you OK?
You remember that video I found of mom and dad?
Yeah.
Well, I just caught the live show.
Eww."
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]","I am Rachel. I possess a charming and outgoing personality, thriving in social settings and effortlessly adapting to new situations. Determined and ambitious, I took charge of my life by pursuing a career in fashion, showcasing my independence and drive. Despite occasional moments of impulsiveness, I value loyalty and cherish the relationships with my friends deeply. My impeccable sense of style and flair for drama add a touch of excitement to our group dynamic, always keeping things interesting. My emotional depth and vulnerability peek through my confident facade, revealing a complex yet endearing persona.","Phoebe we just saw mine, let me see yours.
Oh OK. Oh no, oh it's gone, that's so weird, I don't know how-where it went.
You didn't get it?
No.
Why didn't you get it?
I'm sorry, I'm sorry.
Phoebe, how would you do this to me? This was all your idea."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","So, uhh, em, you want me to uh, give you a hand with the foosball table?
Naa, you keep it, you need the practice.
Thanks.
So, I guess this is it.
Yeah, right, yeah, I guess so.
Right, yeah. OK. Um, take care.
Yeah."
Joey,Phoebe,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Thanks, yeah. I love this but ya know what, it makes me wanna pee.
Yeah, well me too, yeah. I think that's the challenge.
Hey, how come, uhh, Chandler didn't come?"
Monica,Joey,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Joey, promise me something.
Yeah.
Never call me from that phone."
Phoebe,#ALL#,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","Anyway, OK, now promise you won't like, freak out and say how great this is until I'm done, OK.
OK.
OK. I just met this producer of this like, teeny record company, who said that I have a very fresh, offbeat sound and she wants to do a demo of Smelly Cat."
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","I am Rachel. I possess a charming and outgoing personality, thriving in social settings and effortlessly adapting to new situations. Determined and ambitious, I took charge of my life by pursuing a career in fashion, showcasing my independence and drive. Despite occasional moments of impulsiveness, I value loyalty and cherish the relationships with my friends deeply. My impeccable sense of style and flair for drama add a touch of excitement to our group dynamic, always keeping things interesting. My emotional depth and vulnerability peek through my confident facade, revealing a complex yet endearing persona.","Oh God. Ross, OK, if you care about me at all, you will get the pie out of the man's hood.
Get the what?
Pie in the hood, pie in the hood. Go."
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","I hope you cleaned your hair out of the drain.
Shut up.
Shut up.
Cut it out.
Mi-mi-mii."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Hey.
Hey!
Listen, I'm, I'm sorry I didn't make it over there today.
Oh, that's OK. You uh, you had a thing."
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Oh I-, Oh wait, Tony can you hang on? That's the other line. Hello. Oh yeah she's here but uh, can she call you back? OK thanks. Call Joanna. Hi.
Did she leave a number?
Did you see me write one down?
I don't have her number, butt-munch.
Look, you wanna get off my back?
You wanna get out of my face?"
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Wow.
Well you know, we got to talking and uh, he said he needed a place and I had a spare room.
Oh, now it's a spare room?
Well yeah, in that it's not being used and I... have it to spare.
Well I uh, got what I came for. I'll uh, I'll see you guys.
Hey Jo. When'd you start usin' mousse in your hair?"
Phoebe,#ALL#,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","Hey.
Hey.
Now OK, I haven't seen it yet so, if you don't like it, well, so what, none of you ever made a video. OK."
Joey,Chandler,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","Eddie.
Morning.
Morning. I just uh, came by to pick up my mail. Where's the mail?
Oh it's uh, over there on the table.
Huh.
What?
No I just uh, thought you liked your eggs with the bread with the hole in the middle, a-la me.
Well I do, but uh, Eddie makes them this way and, well they're pretty darn good."
Chandler,Eddie,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Well I do, but uh, Eddie makes them this way and, well they're pretty darn good.
Well you guys, I'm outta here. See ya pals.
See ya."
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","See ya.
So how you two gettin' along?
Oh, I couldn't be happier.
Hey, this isn't about juice anymore, alright man.
Alright, so what's it about?
Eggs. Who's eggs do you like better, his or mine, huh?
Well I like both eggs equally.
Oh come on. Nobody likes two different kinds of eggs equally. You like one better than the other and I wanna know which.
Well what's the difference? Your eggs aren't here anymore, are they? You took your eggs and you left. You really expect me to never find new eggs?"
Phoebe,#ALL#,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","Hey.
Hey.
Listen. You are not going to believe this but, that is not me singing on the video.
No.
Yes."
Phoebe,Ross,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","I mean this poor woman.
What woman?
The voice woman. Ya know, I mean, she has a great voice but she doesn't have a video."
Chandler,Eddie,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Hey Eddie, you uh, wanna play some foosball?
No thanks man, I'm not uh, I'm not really into sports.
Yeah o-, OK, alright. Doesn't matter, time for Baywatch.
Y-, y-, you like that show?
You don't like that show?
I tell ya, I-, I'm gonna go read in my room for a little while.
Oh o-, OK man."
Phoebe,#ALL#,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","Smelly cat, smell-ly cat, what are they feeding you? Everybody.
Smelly cat, smell-ly cat, it's not your fault.
Monica."
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","I am Phoebe. My free-spirited nature and unique perspective on life make me stand out in the group. I am creative, often expressing myself through my music and offbeat ideas. Despite my eccentricities, I am incredibly kind-hearted and always there for my friends when they need support. I have a mysterious past that sometimes peeks through, adding depth to my character. My spontaneity and whimsical approach to life bring a touch of unpredictability to our circle of friends.","Monica.
They won't take you to the vet.
Chandler."
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Phoebs, play with meeee.
Why don't you play with your roommate?
We don't need to remedy that.
Oh yeah, it'll be fun."
Monica,Ross,"[0.713, 0.457, 0.457, 0.66, 0.511]","I am Monica. Precision and organization are my cornerstones; I thrive on planning and order in all aspects of life. Whether it's cooking or cleaning, I take charge and excel in every task I undertake. My competitive spirit is relentless, driving me to be the best at everything from cooking to trivia games. Beneath my perfectionist exterior lies a deep sense of insecurity, especially in matters of relationships and self-worth. Despite my meticulous nature, my love for my friends and family knows no bounds, and I go to great lengths to care for and support them.","Well, maybe you don't need them.
My baby sister, ladies and gentlemen.
Shut up, I'm happy."
Chandler,Tilly,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Oh, oh, c'mon in.
I'm Tilly.
Oh."
Chandler,Eddie,"[0.648, 0.375, 0.386, 0.58, 0.477]","I am Chandler. I use humor as a shield and often crack jokes to lighten up any tense situation. I feel a bit awkward in relationships but am fiercely loyal and supportive of my friends. I've made a successful career shift from statistical analysis to advertising. I struggle with a complex relationship with my family, which often influences my interactions. My sarcasm is my hallmark, but it hides a sensitive side that I don't easily show.","Hey Eddie. Daahh!! What're you doin' here?
Nothin' roomie, just watchin' you sleep.
Why?
Makes me feel um, peaceful, heh-heh, please.
I can't sleep now.
You want me to sing?
Hannibal Lecter...better roommate than you.
Yeah.
GET OUT NOW!!
Ok, you really want me out?
Yes please.
No no no, I wanna hear it from your lips.
Where did you hear it from before?"
Joey,Estelle,"[0.574, 0.614, 0.297, 0.545, 0.455]","I am Joey. I exude confidence and charm, always aiming to make people around me feel good. My outgoing nature and love for acting often lead me into quirky auditions and unforgettable roles. I may come across as carefree, but my loyalty to my friends is unwavering. I possess a boldness that often propels me into hilarious misadventures, especially in my pursuit of romantic relationships. Despite my occasional naivety, I have a big heart and a genuine desire to see those around me happy.","So, you're not mad at me for getting fired and everything?
Joey, look at me, look at me. Do I have lipstick on my teeth?
No, can we get back to me?
Things change, roll with em.
But this is a two line part, it's like takin' a step backwards. I'm not gonna do this."
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Hey you guys.
Hey.
Uh, sweetie we've gotta go."
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","I am Ross. My personality is a mix of intelligence, conscientiousness, and emotional instability. I have a profound love for paleontology, often geeking out about dinosaurs and science. Despite my academic success, I grapple with self-doubt, especially in my relationships, leading to moments of insecurity and overthinking. My passion for Rachel Green is undeniable, highlighting my intense emotional depth and romantic nature. I can be seen as the sensitive intellectual of the group, with a tendency to overanalyze situations and seek validation from those around me.","Uh, sweetie we've gotta go.
NO!
No?
No, why do we always have to do everything according to your time table?"
